Order_ID,Customer_ID,Customer_Name,Gender,Age,Email,City,State,Country,Product_ID,Product_Name,Category,Sub_Category,Price,Quantity,Order_Date,Delivery_Date,Payment_Method,Rating
2d33673e,0a665e05,Michael Nguyen,Other,27,robertdeleon@gmail.com,New William,Florida,USA,45376ea5,Tablet,Electronics,Tablet Model 9,216.68,2,4/3/2024,1/8/2025,Cash on Delivery,1
048e6f95,ba0fa32e,David Irwin,Other,36,hernandezgary@hill-morales.org,West Allisonshire,Colorado,USA,8e6baa4d,Non-Fiction,Books,Non-Fiction Model 7,341.65,4,10/27/2024,10/27/2023,Net Banking,5
5fe6c357,358e522f,Christina Cunningham,Other,34,evansmicheal@gregory.net,East Joshua,Alabama,USA,d3b723a9,Vacuum Cleaner,Home & Kitchen,Vacuum Cleaner Model 9,469.63,2,1/15/2024,9/18/2023,Credit Card,1
ca06d3cb,f06b18b7,Stacey Ballard,Other,34,kim57@gmail.com,Shaneborough,Alaska,USA,d0559769,Biography,Books,Biography Model 4,722.12,1,7/3/2024,8/23/2023,Cash on Delivery,5
45ccd0bc,288c8cba,David Torres MD,Other,30,huanglauren@hotmail.com,Birdmouth,Washington,USA,30fe5c6b,Smartwatch,Electronics,Smartwatch Model 10,303.37,3,5/15/2023,4/6/2024,Credit Card,5
1c130977,2f24bda4,Richard Morrison,Male,51,rothnicholas@brown-beck.biz,West Timothy,Georgia,USA,95d74f81,Perfume,Beauty,Perfume Model 6,881.65,1,8/7/2023,7/7/2023,Credit Card,4
7ee4e1a1,4a3be245,Natalie Mayo,Other,21,fergusonjoshua@gmail.com,Mccallshire,Pennsylvania,USA,9435efd0,Blender,Home & Kitchen,Blender Model 9,936.99,1,4/3/2023,11/20/2023,UPI,2
e37bbc98,00b88f9d,Rachel Diaz,Female,39,ooneill@gmail.com,Bradyhaven,North Carolina,USA,d42e252e,Body Lotion,Beauty,Body Lotion Model 1,489.42,5,1/25/2025,6/4/2023,Net Banking,5
ce148c9e,03634a21,Brittney Beltran,Other,38,crowe@gmail.com,Paulton,Texas,USA,19a6f84f,Headphones,Electronics,Headphones Model 5,961.51,5,9/12/2023,4/18/2024,UPI,5
58698ad9,4f8a25d8,Jennifer Herrera,Other,46,mortonryan@lopez.com,Port Christopher,Iowa,USA,3d3eae8b,Coffee Maker,Home & Kitchen,Coffee Maker Model 8,62.11,3,1/30/2025,3/1/2024,Cash on Delivery,4
3f1bf237,ef4fb82d,Carlos Rogers,Other,58,nealbrenda@gmail.com,East Jessicastad,Nebraska,USA,6fac5c3a,Blender,Home & Kitchen,Blender Model 7,753.57,2,7/16/2023,2/11/2024,UPI,3
e21a42f6,247de0ec,Aaron Rice,Female,48,emorton@huang.com,New Paul,Kentucky,USA,ab820dc2,Face Cream,Beauty,Face Cream Model 3,267.8,2,1/1/2025,7/6/2023,UPI,4
69cca174,1fe3cfa0,Oscar Hoffman,Female,27,thompsonashley@hotmail.com,Lindaborough,Louisiana,USA,69487d70,Shampoo,Beauty,Shampoo Model 2,501.96,1,1/30/2024,9/10/2023,Credit Card,3
c438eab0,25529ef3,Travis Smith,Female,28,dianeduarte@anderson.com,West Katherine,Connecticut,USA,28a4d8b0,Laptop,Electronics,Laptop Model 10,47.42,5,11/4/2024,5/16/2023,Credit Card,5
76fa027c,3f0ede85,Judith Perez,Other,29,flynnmichaela@hotmail.com,Matthewville,Nebraska,USA,2679b138,Body Lotion,Beauty,Body Lotion Model 4,455.55,2,3/16/2025,6/1/2024,Debit Card,4
436db2a6,ff8abbe0,William Perry,Male,37,michael45@hotmail.com,Andrewhaven,Kansas,USA,3cc15910,Body Lotion,Beauty,Body Lotion Model 6,926.83,3,11/10/2023,8/20/2024,UPI,2
f9be7e15,5c1b3c9c,Casey Nelson,Female,27,alyssa64@gmail.com,North Lisa,South Carolina,USA,8e736942,Blender,Home & Kitchen,Blender Model 4,309.15,4,11/5/2023,1/21/2025,UPI,5
768f841d,0a0d0b4f,Russell Davis,Other,33,clarkcynthia@williams.com,Garzahaven,Massachusetts,USA,c888255f,Toaster,Home & Kitchen,Toaster Model 1,608.97,4,8/17/2024,11/6/2023,Debit Card,2
b549a7e0,5d01db79,Dustin Whitney,Other,47,forddylan@hotmail.com,Freemanstad,Montana,USA,4df8c690,Microwave,Home & Kitchen,Microwave Model 4,465.78,4,7/16/2024,1/30/2024,Net Banking,5
29380933,cf1bef41,Michael Haynes,Other,21,scottcooper@hotmail.com,East Margaretmouth,Mississippi,USA,16bda0d3,Shoes,Clothing,Shoes Model 1,998.14,1,8/22/2023,9/5/2023,Credit Card,2
cf93fab7,e6e342b9,Robert Watts,Male,62,snelson@yahoo.com,Port Charles,Oklahoma,USA,2b86ff81,Jacket,Clothing,Jacket Model 8,203.7,2,2/5/2024,11/24/2023,Credit Card,4
8832e7f5,0d6c4e99,William Richardson,Other,25,cjames@hotmail.com,Lake Anthonymouth,North Carolina,USA,92f17ca5,Tablet,Electronics,Tablet Model 8,806.02,3,3/11/2024,6/5/2023,Cash on Delivery,2
3.61E+07,cfbff55f,Patricia Murphy,Female,36,yhall@yahoo.com,Greerburgh,Kansas,USA,3e306589,Jeans,Clothing,Jeans Model 10,714.99,4,2/20/2024,5/23/2023,Cash on Delivery,5
500b2701,82ea29ea,Lori Mercer,Male,41,smithvictoria@hansen.com,Masonfurt,Arkansas,USA,8e628425,Headphones,Electronics,Headphones Model 8,95.97,5,1/18/2025,8/5/2024,Credit Card,3
ce526df5,9b0a754b,Melissa Mendez,Other,62,michaelvega@yahoo.com,South Nicholas,Virginia,USA,21cef0eb,Jacket,Clothing,Jacket Model 1,783.01,2,7/3/2024,12/16/2023,Debit Card,2
a7cb8eae,d3ea5918,Jesse Rodriguez,Male,36,harrisalexis@cole.biz,Kellerfort,Maine,USA,c3ac33d6,Fiction,Books,Fiction Model 5,531.84,5,10/12/2023,1/27/2024,Cash on Delivery,4
f4d98d79,71c6c41c,Alicia Quinn,Female,48,jenniferhoward@gregory-lewis.com,Henrytown,Tennessee,USA,d2022cb3,Microwave,Home & Kitchen,Microwave Model 5,468.88,1,12/27/2024,4/17/2023,UPI,5
485a3623,f9026e2d,Craig Wilkerson,Male,61,nguyenernest@griffin.org,Micheleside,Colorado,USA,fbbf6d53,Smartphone,Electronics,Smartphone Model 10,387.26,3,3/19/2024,10/22/2024,Net Banking,2
a802b0ed,1edf7202,Ronald Burch,Other,23,jennifer95@gmail.com,West Hollyshire,Nebraska,USA,fe821dde,Smartphone,Electronics,Smartphone Model 9,908.86,3,8/21/2024,11/30/2024,UPI,2
9ccbf5ce,23s242141s,Austin Mcdonald,Other,27,ramirezthomas@harmon-wiley.com,Lake Katie,West Virginia,USA,65e27342,Microwave,Home & Kitchen,Microwave Model 4,431.69,1,12/1/2024,9/1/2023,UPI,1
8e3be6ab,5fe250b5,Amy Ramsey,Female,60,yjarvis@miller.com,Timothyberg,Kansas,USA,496ec94a,Smartwatch,Electronics,Smartwatch Model 10,628.03,5,8/4/2023,9/28/2023,Net Banking,5
ef863357,cf911a68,Matthew Young,Other,56,jamesmccoy@gmail.com,South Gina,South Carolina,USA,4b6f3f63,Biography,Books,Biography Model 5,992.38,1,12/11/2024,2/26/2025,UPI,2
0024b19c,c423c27e,Gregory Jones,Female,60,allisonlopez@yahoo.com,Larryhaven,Nevada,USA,94540582,Blender,Home & Kitchen,Blender Model 5,854.72,5,11/2/2023,9/28/2024,Credit Card,4
52eb64d4,54232f0f,Morgan Walter,Male,54,andersonerika@conner.com,Lake Kelsey,Colorado,USA,be7f40a9,Educational,Books,Educational Model 10,885.49,4,10/20/2024,4/27/2024,UPI,3
0961a9d9,49ac6496,Christine Williams,Male,42,marywinters@gmail.com,North Matthewview,Mississippi,USA,74d18ead,Perfume,Beauty,Perfume Model 10,466.34,3,6/28/2024,5/30/2024,Credit Card,1
4eae70b0,47c2e7f5,Robert Stout,Other,52,jillclay@dalton.org,New Davidmouth,Illinois,USA,7d61fd55,T-Shirt,Clothing,T-Shirt Model 10,257.5,4,6/17/2023,4/11/2023,Net Banking,1
ab65edb9,dacebcb5,Joanna Jones,Other,55,teresamccoy@gmail.com,Lake Gregory,Georgia,USA,7f94650a,Microwave,Home & Kitchen,Microwave Model 7,940.51,4,7/2/2024,3/7/2024,Debit Card,1
01e134dd,0b5b9e65,Michael Greene,Male,38,melissamorris@reid-gordon.com,Snyderberg,Pennsylvania,USA,23588fef,Biography,Books,Biography Model 8,348.26,2,5/12/2024,11/20/2024,Debit Card,1
612e7111,701649aa,Mitchell Foster,Female,26,pespinoza@hurley.org,Lake Laurastad,Hawaii,USA,2166b610,Jacket,Clothing,Jacket Model 5,47.23,2,6/1/2024,10/27/2024,UPI,4
72f43b48,251c2a35,Stephanie Serrano,Other,34,kimberlydavis@hernandez.com,Jonesland,Minnesota,USA,c38e78d8,Headphones,Electronics,Headphones Model 7,356.28,3,3/27/2025,5/29/2024,Debit Card,5
8972805,3eef4f40,Todd Mosley,Other,18,brendahunt@yahoo.com,North Travis,Arizona,USA,8baaa1a8,Shampoo,Beauty,Shampoo Model 3,587.89,2,1/20/2024,6/28/2024,Debit Card,3
7e3ded9a,83255b1d,Eddie Lopez,Other,37,ryan28@gonzalez-mclean.net,Benjaminberg,Illinois,USA,f3f7eea3,Jacket,Clothing,Jacket Model 3,334.72,4,6/9/2024,5/23/2024,Net Banking,2
50fc08fc,1cfd3422,Daniel Mendoza,Male,20,michaelthomas@jones-freeman.com,South Kristi,Maine,USA,6d07658f,Face Cream,Beauty,Face Cream Model 3,804.31,1,4/4/2023,3/5/2025,Cash on Delivery,3
dee81b9a,2f06aded,Joshua Foster,Other,47,nluna@davis.com,Christopherville,New York,USA,c6248b02,Perfume,Beauty,Perfume Model 7,517.91,3,10/31/2024,10/27/2024,Debit Card,2
c3d43e2f,577a3832,Keith Hernandez,Other,30,annroberts@yahoo.com,Carolport,Missouri,USA,b6aee189,Perfume,Beauty,Perfume Model 4,977.52,4,10/14/2023,6/5/2023,UPI,5
4fe684b8,7c5a37c0,Craig Bailey,Other,41,danielmyers@barnes.com,Danielchester,Iowa,USA,3f545037,Toaster,Home & Kitchen,Toaster Model 7,777.62,3,11/26/2023,2/17/2024,Cash on Delivery,3
a1b0d835,f6e8b3f1,Mary Gibbs,Other,19,xrobinson@hernandez-smith.info,Josephburgh,Iowa,USA,faa86b42,Coffee Maker,Home & Kitchen,Coffee Maker Model 7,849.27,4,7/14/2023,10/15/2023,Debit Card,3
097b0ba1,a2b31e60,Erin Oliver,Other,31,ginavillarreal@hotmail.com,New Ericmouth,West Virginia,USA,99c5514d,Shampoo,Beauty,Shampoo Model 6,336.61,1,1/23/2024,8/4/2024,Credit Card,4
12b3ba7e,af8f7d12,Michael Wilson,Other,20,johngrant@gmail.com,Williamschester,Oregon,USA,601cf740,Educational,Books,Educational Model 5,778.6,1,1/8/2025,5/5/2023,Credit Card,3
ba4690c8,5de25d2b,John Mcdonald,Other,23,rchan@davis-grimes.com,Combshaven,Colorado,USA,ac0b1032,Lipstick,Beauty,Lipstick Model 1,652.68,4,5/19/2023,7/19/2023,Debit Card,5
b8c2029d,0956ad3b,Marissa Fernandez,Other,44,evansshawn@hotmail.com,Sharonhaven,South Dakota,USA,6211219c,Laptop,Electronics,Laptop Model 1,515.17,2,9/19/2024,7/1/2023,Cash on Delivery,1
2360658a,66d5571b,Julie Flowers,Male,26,iford@ayala.com,Hernandezburgh,Colorado,USA,787586b0,Jacket,Clothing,Jacket Model 6,421.24,3,7/14/2024,2/3/2024,Net Banking,5
0d919c9e,54ed8e65,Eric Castro,Female,37,wesleyanderson@hotmail.com,Port Mary,Nebraska,USA,9fdb34f9,Jeans,Clothing,Jeans Model 3,80.93,2,1/13/2025,9/12/2024,UPI,2
d9d60e67,e94c1ccf,Mary Ortega,Female,53,masseymarcia@kaiser.com,Millerberg,Wisconsin,USA,86a23fe3,Fiction,Books,Fiction Model 4,280.57,1,12/9/2023,1/15/2025,Credit Card,3
fb6b63b1,ce1ec1d6,Jonathan Chan,Male,26,sydney90@gmail.com,Odomview,Ohio,USA,89e5b4fc,Smartwatch,Electronics,Smartwatch Model 7,415.69,3,2/23/2024,11/20/2023,UPI,5
fd90a9c6,8281f8e2,David Stevens,Female,33,nvasquez@hotmail.com,West James,Idaho,USA,acf7f2bb,Fiction,Books,Fiction Model 10,851.74,4,12/10/2023,1/3/2024,Debit Card,3
cc7c1e10,7eb9d96d,Jennifer Brown,Female,37,lambertmatthew@king.com,Millerbury,Indiana,USA,fc37a5b9,Shampoo,Beauty,Shampoo Model 9,155.88,4,3/15/2025,5/1/2024,UPI,2
b4edf939,89fe98bf,Vanessa Robinson,Female,59,ycollins@delgado.org,Kelleyshire,New Mexico,USA,54f9d6b7,Shoes,Clothing,Shoes Model 4,482.31,1,8/16/2023,5/11/2024,Net Banking,5
22281203,50805136,Richard Hatfield,Female,37,dustin72@yahoo.com,East Brookebury,Wyoming,USA,aa38b82e,Smartwatch,Electronics,Smartwatch Model 8,132.29,1,6/27/2024,4/2/2024,Net Banking,5
ddec909c,2b95c8bf,Kelly Walton,Female,59,martinbryan@hotmail.com,Rodneyfort,Arkansas,USA,f79bc44d,Jacket,Clothing,Jacket Model 5,458.77,1,1/22/2024,11/11/2023,Debit Card,3
04b2e262,981ff647,Kevin Pacheco,Other,22,rosemitchell@jones.com,Gonzalezchester,Oregon,USA,055d5dd8,Laptop,Electronics,Laptop Model 10,184,3,9/16/2023,5/13/2024,Cash on Delivery,1
2bf2c1cf,02b08147,Victoria Moon,Female,25,leahryan@gmail.com,Christopherhaven,Montana,USA,a9b4c5dc,Headphones,Electronics,Headphones Model 8,874.07,2,11/22/2024,6/13/2023,Credit Card,4
07c1c27d,46cbe6c3,Tammy Bradford,Male,57,krista54@hotmail.com,Martinton,Iowa,USA,addc9af0,Face Cream,Beauty,Face Cream Model 2,450.93,2,7/15/2024,8/14/2024,Credit Card,5
fdd119ae,d7329e43,Dorothy Taylor DDS,Other,60,wagnermichael@yahoo.com,Lake Sarastad,Georgia,USA,b39ad080,Jacket,Clothing,Jacket Model 3,191.67,1,10/8/2023,3/5/2025,Credit Card,5
b0904d72,5afe7fa0,Joseph Compton,Female,42,ischroeder@gmail.com,Mullinsmouth,Wyoming,USA,e6d173f7,Fiction,Books,Fiction Model 4,212.81,5,5/9/2024,9/27/2023,Credit Card,2
ad4df701,43e672b4,George Martin,Female,40,charles86@combs-reid.com,Josephville,Arizona,USA,1e16773d,Lipstick,Beauty,Lipstick Model 4,768.4,1,2/3/2025,1/29/2025,Net Banking,2
53a3938b,e7bd59b7,Desiree Burke,Female,18,nchandler@hess-miller.com,West Lisaview,Kentucky,USA,3c0eae5d,Smartphone,Electronics,Smartphone Model 8,765.36,1,3/18/2024,4/3/2023,UPI,3
395a8441,c3761eec,Nichole Young,Male,22,leemichael@bauer.info,Vargashaven,Mississippi,USA,d95215ba,Tablet,Electronics,Tablet Model 10,69.94,5,12/3/2024,6/28/2023,UPI,3
a560acb7,730b9636,Sarah Smith,Female,64,xclark@garcia-harper.org,North Mikeburgh,Hawaii,USA,8592d68e,Face Cream,Beauty,Face Cream Model 1,230.04,5,3/2/2024,1/24/2025,UPI,5
e28a7146,c25e6fcb,Samantha Graham,Other,28,melvinshields@smith-mathews.net,Gallagherville,Louisiana,USA,71e46582,Shampoo,Beauty,Shampoo Model 1,667.25,1,11/27/2023,10/16/2024,Cash on Delivery,2
ed892bf9,3977a122,Deanna Roy,Male,20,noah58@stone.org,Jacksonside,West Virginia,USA,12a4db62,Laptop,Electronics,Laptop Model 7,212.24,1,11/18/2024,9/12/2024,Cash on Delivery,3
fa5997cd,d52fcf57,Tiffany Huber,Female,46,barronjoshua@madden.com,Brianburgh,Arizona,USA,8d28758c,Blender,Home & Kitchen,Blender Model 6,665.27,2,10/19/2023,3/16/2024,UPI,5
f8702399,3c2fd647,Gwendolyn Williamson,Male,40,kimberly34@gmail.com,East Jose,Arizona,USA,e942ade0,Headphones,Electronics,Headphones Model 4,568.32,5,5/30/2024,2/21/2025,Debit Card,2
9994464e,9408e5c5,Tina Ramirez,Other,39,caroline60@fitzpatrick.com,North Johnport,Nevada,USA,590ad7de,Vacuum Cleaner,Home & Kitchen,Vacuum Cleaner Model 2,954.68,1,8/28/2024,7/28/2024,UPI,4
b68d7708,5ccf5525,Shirley Lawson,Female,28,ljackson@yahoo.com,Lopezport,Indiana,USA,929ba187,Microwave,Home & Kitchen,Microwave Model 9,521.85,2,4/10/2023,8/5/2023,Cash on Delivery,1
dafe52a5,76ab16e6,Nicholas Ballard MD,Female,32,foleybradley@blevins-peterson.com,Morganberg,Indiana,USA,41e7d1e0,Headphones,Electronics,Headphones Model 3,717.39,4,10/12/2023,2/8/2025,Credit Card,3
4204aa5a,85567b83,Jacqueline Davis,Female,28,natalieterry@gmail.com,Aliciaburgh,Alaska,USA,9f392917,Toaster,Home & Kitchen,Toaster Model 7,333.76,1,11/21/2024,4/15/2024,Net Banking,4
8b2bd4c6,ecdc2723,Brian Johnson,Female,48,wellsteresa@anderson.org,Jonesburgh,Indiana,USA,b218735c,Body Lotion,Beauty,Body Lotion Model 4,55.27,4,3/19/2024,6/19/2023,Cash on Delivery,3
223da08b,ed4b09cf,Joseph Lang,Other,49,derek16@hotmail.com,New Raven,New York,USA,eee389d4,Smartphone,Electronics,Smartphone Model 4,867.29,5,7/2/2024,5/30/2023,Net Banking,5
b1072352,29bf835b,Hannah Hernandez,Other,18,david84@hotmail.com,Marcusland,Florida,USA,b30f4bfd,Shoes,Clothing,Shoes Model 3,121.86,2,8/3/2023,6/14/2024,UPI,4
a5340e1f,adb02dfe,Laura Odom,Other,45,vickimiles@ritter.org,Scottborough,Illinois,USA,a6ebfcea,Sweater,Clothing,Sweater Model 4,325.33,3,2/5/2025,4/16/2024,Debit Card,3
5575337f,c920a19e,Melanie Cunningham,Other,18,robertablankenship@hotmail.com,New Joycehaven,Louisiana,USA,7b8da5aa,Comics,Books,Comics Model 9,82.47,1,2/29/2024,7/31/2023,Net Banking,2
efe526fc,e52ad293,Jane Garcia,Male,62,stephenroberts@yahoo.com,Monicaton,Michigan,USA,c311de02,Smartwatch,Electronics,Smartwatch Model 6,166.89,4,10/19/2024,3/6/2025,Cash on Delivery,2
ab76abb4,d85121c0,Deanna Lopez,Female,61,amanda93@yahoo.com,New Jerrychester,Hawaii,USA,08640f1e,Laptop,Electronics,Laptop Model 2,262.67,4,3/13/2025,11/21/2023,Credit Card,3
48adb838,240069df,Aaron Johnson,Other,49,jayboyle@freeman.com,Port Susanborough,Wyoming,USA,4ff30aff,Jeans,Clothing,Jeans Model 8,186.84,3,3/30/2023,3/7/2025,Debit Card,4
58489f09,e5af2bf3,Hannah Hartman,Male,31,matthew81@aguilar.biz,Christopherside,Missouri,USA,190b20fb,Fiction,Books,Fiction Model 7,733.9,3,6/26/2023,6/10/2023,UPI,1
941e6ec4,56ad21d3,Jonathan Smith,Female,54,qherrera@cobb-tucker.net,Mitchellland,Connecticut,USA,2d796bf9,Fiction,Books,Fiction Model 7,183.27,3,7/8/2024,10/27/2024,Debit Card,4
a7c50f38,3572b47a,Denise Holland DVM,Male,57,julieellis@crawford-gutierrez.com,Tanyaton,Rhode Island,USA,6eafc052,Educational,Books,Educational Model 8,912.33,5,9/5/2023,9/18/2024,Credit Card,5
19e5bb29,9c2e52a6,Steven Martin,Male,56,chavezbrent@gmail.com,Lake Charlesbury,Wyoming,USA,d6e5fac0,Vacuum Cleaner,Home & Kitchen,Vacuum Cleaner Model 6,106.58,2,12/20/2024,12/24/2024,UPI,4
a88185b3,eab469c9,Morgan Vargas,Male,43,adriennematthews@hicks.com,West Connorberg,Pennsylvania,USA,13881158,Tablet,Electronics,Tablet Model 2,233.83,3,11/27/2023,9/1/2023,Cash on Delivery,3
4f87dc7e,731bb6b9,April Dillon,Other,52,lopezrebecca@horton.com,Lake Jeffreyberg,Alabama,USA,a6f6c8a1,Smartphone,Electronics,Smartphone Model 1,479.18,1,9/12/2023,5/6/2024,Net Banking,4
15f0322c,13c9b6bc,Lisa Pitts,Female,20,nealjoy@yahoo.com,Kristinaton,Illinois,USA,9740b83f,Face Cream,Beauty,Face Cream Model 5,799.93,1,10/31/2024,5/21/2023,Debit Card,2
d8f884dc,64d36e80,April Brown,Other,24,brittany68@gmail.com,Kristenstad,Iowa,USA,c7867876,T-Shirt,Clothing,T-Shirt Model 1,444.4,1,11/24/2023,3/8/2025,Debit Card,3
0f684eed,d9bc982f,Tina Powers,Other,26,eschneider@spears-baxter.com,East John,Minnesota,USA,c28371bf,Sweater,Clothing,Sweater Model 5,828.04,5,6/4/2023,12/10/2023,UPI,2
ba65386c,6f31bd03,Stephen Gross,Other,47,andrewsrichard@yahoo.com,Lake Michaelshire,Georgia,USA,dbbb1e12,Body Lotion,Beauty,Body Lotion Model 9,131.98,4,10/10/2023,7/20/2023,Net Banking,1
0cf1a355,b7bc2f8b,Pamela Hubbard,Male,31,jenniferfrank@hotmail.com,Lake Christopher,Virginia,USA,31ca9fc5,Coffee Maker,Home & Kitchen,Coffee Maker Model 10,438.18,4,5/14/2024,5/7/2024,Debit Card,2
848ebade,8ded4cdd,Monica Lucas,Female,24,samantha80@yahoo.com,Johnnystad,Alaska,USA,69ee16fc,Vacuum Cleaner,Home & Kitchen,Vacuum Cleaner Model 1,658.36,3,10/6/2024,6/19/2024,Net Banking,5
573ccf27,da46fdf8,Bruce Lopez,Female,62,rebekahbarrett@liu.com,Kimberlyhaven,Maine,USA,784adb85,Tablet,Electronics,Tablet Model 2,139.2,4,2/13/2025,6/21/2024,UPI,1
bf545d1b,83f3b009,Patrick Sanchez PhD,Female,39,austintaylor@gmail.com,Christopherton,Louisiana,USA,5d06bf7b,Tablet,Electronics,Tablet Model 5,339.43,3,2/5/2024,8/31/2024,Credit Card,4
9e992877,c88abb8a,Linda Wyatt DDS,Male,35,bruiz@yahoo.com,Lake Oliviaborough,Utah,USA,a2306793,Microwave,Home & Kitchen,Microwave Model 3,706.41,5,7/18/2024,11/21/2024,UPI,3
b175cb22,dbb2c503,Matthew Curry,Female,52,roberthall@carr.biz,Danafort,Nebraska,USA,132f7a99,Body Lotion,Beauty,Body Lotion Model 1,864.26,1,3/5/2024,5/12/2024,Cash on Delivery,3
1946b97f,83cd1e77,Eric Walker,Female,48,rmills@yahoo.com,Lake Tracy,Arizona,USA,ad1d0907,Non-Fiction,Books,Non-Fiction Model 2,532.46,1,1/9/2024,4/21/2024,Credit Card,2
b0d25148,ec2726bf,Brittany Mcintyre,Other,26,iking@hotmail.com,Michaelchester,Iowa,USA,fb45a8b5,Shoes,Clothing,Shoes Model 6,759.61,4,3/21/2025,8/21/2023,Credit Card,1
05b62dd2,6793db9a,Samuel Young,Female,24,jesse64@tran.net,Port Matthew,Florida,USA,4a98a824,Headphones,Electronics,Headphones Model 8,452.32,4,4/5/2023,1/22/2024,Net Banking,5
1c04e594,1275c44d,Jeremy Rose,Female,61,morganrichardson@martinez.com,South Kelly,Mississippi,USA,a51a6844,Coffee Maker,Home & Kitchen,Coffee Maker Model 5,152.55,4,1/6/2024,12/18/2023,Cash on Delivery,2
df94cf79,1b82d880,Sydney Cox,Female,19,wking@jones.com,Phillipsberg,Mississippi,USA,b8245f29,Shampoo,Beauty,Shampoo Model 4,456.41,4,5/30/2024,5/1/2024,Net Banking,1
de48c7e9,22919b4b,Lynn Smith,Other,58,christina83@chan.com,Turnerfurt,Idaho,USA,d8796989,Smartphone,Electronics,Smartphone Model 8,327.23,1,6/3/2023,11/20/2023,Cash on Delivery,4
bcce5fb2,49992498,Sarah Gonzalez,Male,58,phillipmartin@yahoo.com,Lake Kristinview,Illinois,USA,a95a9f85,Coffee Maker,Home & Kitchen,Coffee Maker Model 8,30.75,2,6/22/2023,10/28/2023,Debit Card,5
7a8ca04e,2c155388,Mandy Wood,Male,38,jamesjames@miller.com,Lake Angelville,Massachusetts,USA,ca65df40,Jeans,Clothing,Jeans Model 1,476.8,1,10/24/2024,12/1/2024,Debit Card,1
ef656473,9235f306,Wanda Carter,Male,28,wolfemichael@ferguson.com,Ibarrahaven,Maine,USA,2f297629,Coffee Maker,Home & Kitchen,Coffee Maker Model 6,999.83,3,1/31/2025,1/28/2024,UPI,5
de0506c9,ab9c922d,Brittany Tapia,Other,53,smithkevin@yahoo.com,Danielhaven,Delaware,USA,d182f2bb,Non-Fiction,Books,Non-Fiction Model 10,642.13,2,1/29/2024,11/9/2024,UPI,2
503d85e2,7573ccb8,Catherine Jackson,Female,53,ntorres@price.com,Lake Jennifer,Rhode Island,USA,2fd2bab7,Lipstick,Beauty,Lipstick Model 6,388.69,1,7/22/2023,9/18/2023,Debit Card,3
44b01cc7,e1676b9e,Cynthia Vaughn,Female,20,caitlynbennett@yahoo.com,Edwardsport,Florida,USA,c685f21f,Toaster,Home & Kitchen,Toaster Model 1,891.21,5,5/7/2024,11/10/2024,Net Banking,4
f5ab4a39,b59a5099,Mary Martinez,Other,31,kdavis@gmail.com,Moorefurt,Iowa,USA,4f5dbad9,Coffee Maker,Home & Kitchen,Coffee Maker Model 5,35.42,1,10/18/2024,8/23/2024,Debit Card,2
14ea7f78,cb9554a7,Matthew Rich,Male,46,washingtonchristopher@yahoo.com,Port Pedro,Michigan,USA,4309a353,Microwave,Home & Kitchen,Microwave Model 3,181.47,3,2/1/2025,11/6/2024,Credit Card,3
21e4ed81,29c7f224,Eric Cowan,Other,29,fletchersarah@williams.net,Weisshaven,Maryland,USA,757f4ebd,Comics,Books,Comics Model 9,767.16,5,9/20/2024,3/23/2024,Credit Card,1
2e478282,b0151848,Whitney Arnold,Female,39,kelsey73@gardner-stanton.info,Elliottmouth,Nebraska,USA,9b167c01,Coffee Maker,Home & Kitchen,Coffee Maker Model 8,389.04,5,4/10/2024,10/5/2024,Debit Card,3
3f7e9c02,91a33cc8,Danielle Chandler,Male,44,cody81@gmail.com,Parksmouth,Kentucky,USA,2b5a0e5a,Biography,Books,Biography Model 10,320.92,2,3/11/2024,8/31/2024,Cash on Delivery,4
7470a0e9,f824b57b,David Smith,Other,35,bellsarah@stein.org,New James,Washington,USA,260f0e10,Tablet,Electronics,Tablet Model 8,362.89,3,8/12/2023,2/3/2025,UPI,1
d09d8036,229388c3,Matthew Johnson,Male,29,benjamin80@middleton-mann.com,Port Angela,Wisconsin,USA,094873d1,Laptop,Electronics,Laptop Model 4,409.67,2,8/7/2024,3/30/2023,Net Banking,5
b6097bce,dbc09c20,Cynthia Baker,Female,27,yharris@hotmail.com,Teresastad,Louisiana,USA,8ecb6162,Vacuum Cleaner,Home & Kitchen,Vacuum Cleaner Model 2,844.35,3,10/24/2024,11/28/2024,Debit Card,4
986da68a,7e886a12,Doris Bryant,Female,20,samuelromero@gmail.com,South Jessicabury,North Carolina,USA,f3ebc73d,Headphones,Electronics,Headphones Model 1,471.32,4,11/22/2024,2/22/2025,Debit Card,2
13e70a4b,04e16426,Anna Reyes,Other,24,ubates@price.com,West Cassandra,Ohio,USA,aab3c4b5,Jacket,Clothing,Jacket Model 6,214.72,1,7/20/2024,7/29/2024,Cash on Delivery,3
6455e7b3,d2980c6a,Heather Parrish,Male,26,wesleyholmes@yahoo.com,Caldwellborough,Massachusetts,USA,cd66ff85,Lipstick,Beauty,Lipstick Model 2,59.79,3,8/10/2024,4/19/2023,UPI,2
e0e8cbb1,e5e9ff6b,Thomas Andrews,Male,34,eugene63@hotmail.com,North Melinda,New Mexico,USA,8a4c10b4,Sweater,Clothing,Sweater Model 6,290.95,4,6/29/2023,4/6/2023,Debit Card,5
de38a899,53f47475,James Williams,Other,58,ojackson@gmail.com,Myersport,Michigan,USA,7303c937,Laptop,Electronics,Laptop Model 10,853.68,3,7/20/2024,5/9/2023,Debit Card,4
